JIMMY KIMMEL: A Politically Correct Thanksgiving Pageant [Video],0
WHOA! CHICAGO TRIBUNE: “If Nation Was More Important To Democrats Than Power”…They Would “Ask Her To Step Down Now”,0
FLASHBACK MEMORIAL DAY 2016: Donald Trump Speech With Rolling Thunder: “We’re gonna knock the h*ll out of ISIS!” [Video],0
Putin says U.S. hacking scandal not in Russia's interests,1
HOUSE SPEAKER PAUL RYAN Puts The Party Before The People…TRUMP Gives Awesome Response!,0
 Trump Hires Son’s Wedding Planner To Run New York Housing Department,0
Peru's central bank chief says Trump gives him 'goose bumps',1
 Miami Police Union Leader Joins Other Conservatives In Bashing NFL For Las Vegas Massacre,0
 Rocker Marilyn Manson Is Thrilled That Fox News Is Imploding,0
 Jay Carney Let It Slip That He Knows Who Obama Wants As His Successor,0
"FLASHBACK: KEY DEMOCRATS Call for Violence in the Streets…”March, Bleed, Die” [Video]",0
KELLOGG’S PULLS ADVERTISING From Breitbart News As Punishment For Conservative News Slant…#BoycottKelloggs,0
"Factbox: Japanese emperor Akihito worked to console the people, reconcile with Asia",1
"China banking regulator, Hubei chief front runners to head central bank: sources",1
BREAKING: US SUPREME COURT RULES King Obama Overstepped Authority…Executive Amnesty For 5 MILLION ILLEGAL ALIENS/ Democrat Voters Not Going To Happen,0
Factbox: Republican U.S. senators to watch in the debate on the tax bill,1
COMMUNIST Students THREATEN “Students For Trump” Event [VIDEO] How Much Longer Will Americans Allow Violent Left To Shut Down Free Speech?,0
 New Mexico Is Erasing Actual Science From Their Science Standards,0
"About 146,000 Rohingya have fled Myanmar violence to Bangladesh",1
PRESIDENT TRUMP’S NEW CHIEF OF STAFF Wants His Boss To Stop Tweeting…But Only About One Thing,0
(VIDEO) MINE OWNER HAMMERS EPA ON TOXIC SPILL AND MAKES A DIRE PREDICTION,0
YIKES! Is Something Big About To Happen? Michelle Obama Erases Any Trace Of Hillary From Twitter Account,0
Iceland's president asks leftist opposition leader to form new government,1
"Kyrgyzstan accuses opposition MP of planning riots, coup",1
Trump's continued search for new FBI chief seen as chaotic: sources,1
Echoes of Cold War as NATO mulls new North Atlantic command,1
Vaccination begins in Bangladesh camps to head off cholera outbreak,1
Trump's defeat raises questions about his jetsetting campaign,1
" After Trump’s Win, Conservatives Are Begging The Senate To Approve Obama’s SCOTUS Pick (VIDEO)",0
U.S. small business community pushes Congress on bank lending relief: letter,1
Xi says China has prevented Taiwan independence over past five years,1
French police find more explosives after raid near Paris,1
"Southeast Congo faces 'deadly disaster', half a million people displaced: NGO",1
"The Secret Society That Ruined the World: Rhodes, Rothschild, Milner",0
Hedge fund executive Scaramucci lands post at Export-Import Bank: source,1
RAPPER KANYE WEST Reveals His Choice For President During Concert…Crowd Goes Nuts! [Video],0
Treasury's Mnuchin: Trump's proposed corporate tax rate 'not negotiable',1
 Carly Fiorina’s Poor Attempt To Pander To Iowa Football Fans Goes Horribly Wrong (TWEETS),0
CRONY CORRUPT POLITICS: Obama Admin BLOCKED FBI From Doing A Clinton Foundation Investigation,0
EXCLUSIVE: Ex-Bernie Delegate Reveals Why He Fled Democratic Party for the Greens,0
 Maine GOP Governor’s Statement On Drug Overdoses Proves ‘Pro-Life Republicans’ Don’t Exist,0
HILARIOUS! Everyone’s Laughing When They See Why “CREEPY JOE” BIDEN Teamed Up With Lady Gaga To Make A PSA Video,0
ABC Shuts Down Conservative Tim Allen’s “Last Man Standing”…Viewers Furious When They See How Highly Show Was Rated,0
Boiler Room EP #115 – Very Fake News & The Slaughter of Innocence,0
Argentina Congress suspends pension reform vote due to protests,1
Mattis says North Korean ICBM not yet a 'capable threat' against U.S,1
Kremlin says Russia not accused in U.S. case against ex-Trump aides,1
German foreign minister says to meet with Tillerson in Washington,1
FBI interviews Hillary Clinton in private server probe,1
Corruptocrat Maxine Waters: ‘Impeachment Is About WHATEVER the Congress Says It Is’ [Video],0
Republican senator hopes to kill class-action rule within weeks,1
Kenya president: elections will go ahead despite opposition leader's withdrawal,1
Merkel says Britain must move on Brexit bill to break deadlock,1
Iraqi PM says will take action if any citizen is attacked in Kurdistan,1
TRUMP IN MEXICO: Outlines 5 Goals He Wants To Accomplish With Mexican Government [Video],0
 Half The World’s Salmon Supply Threatened As Trump’s EPA Withdraws Alaskan Mining Restrictions,0
"Manufacturers, Wall Street getting Trump's ear in first 100 days",1
Turkish teachers linked to Erdogan foe detained in Afghanistan,1
"TEAM CLINTON MEMBER BILL GATES Pushed For Unlimited Guest Worker Permits Last Week…This Week Slashes 18,000 Jobs",0
" What Mississippi Just Passed Isn’t Only Ridiculously Anti-LGBT, It’s Anti-Premarital Sex",0
Republican House Speaker Ryan told Trump retirement report was rumors were not true: White House,1
JUST IN! SURPRISE GUEST Shows Up At Nationals Park To Watch GOP Congressional Baseball Game For Charity [VIDEO],0
 This Die Hard Trump Supporter Has Now Gone Full #NeverTrump (VIDEO),0
Israel finds bodies of five Gaza militants killed in tunnel demolition,1
"Kenya opposition leader urges vote boycott, civil disobedience",1
" Trump Is Full Of Sh*t, He Most Certainly Has Said That Global Warming Is A Chinese Hoax (VIDEO)",0
Illegal miners in South Africa swallow gold in condoms,1
 Mitch McConnell TRASHES Trump: It’s ‘Obvious’ He ‘Doesn’t Know A Lot About The Issues’ (VIDEO),0
 Donald Trump Humiliates Romney: He Would Have Dropped To His Knees To Get My Support (VIDEO),0
SARAH HUCKABEE SANDERS Ends #PieGate…Makes April Ryan Eat “Humble” Pie [Video],0
House Speaker Ryan urges Trump son to testify in Congress,1
 Elizabeth Warren Just SHREDDED Trump For Being A ‘Sore Loser’ Before Election Is Even Over,0
Russia: Asia should not be militarized under pretext of countering North Korea,1
"Trump Asks O’Reilly, ‘Do you think our country is so innocent?’ After Pundit calls Putin ‘a killer’",0
China says it will defend interests if U.S. harms trade ties,1
 Trump Owes A Foreign Bank At Least $100 Million – And It’s Fighting U.S. Regulators,0
 Pastor Shot And Killed In The Middle Of Church Service In Ohio,0
Treasury watchdog reviewing Mnuchin's solar eclipse trip,1
Stop-gap bill to avoid government shutdown fails Senate procedural vote,1
Trump says debt ceiling 'mess' could have been avoided: Twitter,1
White House says still expects House vote on healthcare Thursday night,1
"Defying Trump, Twitter feeds for U.S. government scientists go rogue",1
Exclusive: Saudi-led blockade cuts fuel lifeline to Yemen,1
China foreign minister denounces efforts to damage 'one China',1
HIGH-LEVEL WHISTLEBLOWER Exposes Astonishing Evidence Of Exaggerated Global Warming Data Used To DUPE World Leaders Into Investing Billions,0
OBAMA’S RACE WAR: HATEFUL IMAGES EMERGE OF CLASH BETWEEN KKK AND BLACK PANTHERS IN SC…One Viral Photo Offers America Hope,0
PELOSI UNHINGED: GOP Tax Reform Bill Is ‘Brazen Theft’… ‘Does Violence’ to Founder’s Vision [Video],0
"MAINSTREAM MEDIA STANDS DOWN: Fire Alarm Pulled During Conservative “When Diversity Becomes a Problem” Speech…150+ FREE SPEECH TERRORISTS Threaten, Block Fellow Students [VIDEO]",0
" Senate Dems To GOP: Take Healthcare Hostage, There’s NO WAY We’re Working With You",0
More than 400 U.S. troops leaving Syria: coalition,1
" BREAKING: Acting FBI Director McCabe Contradicts White House, Says Russian Probe Will Continue",0
BLACK WOMAN IN CHARLESTON WARNS “There’s gonna be a race war against ‘Cracka’s'”,0
 GOP Poll Workers Accused Of Cheating Dem Voters On Super Tuesday (AUDIO),0
Senate Republican signals possible committee 'no' vote on tax bill,1
OOPS! MIT Researchers Debunk Global Warming Data…Report Confirms President Trump Was Right To Pull Out Of Paris Climate Agreement,0
Senators call for panel to investigate Russian hacking,1
U.S. Senate committee passes bill to impose new sanctions on Iran,1
Yemeni-Americans shut hundreds of shops in NY City to protest travel ban,1
 Trump And Republicans Show UNBELIEVABLE Stupidity In Recent Election Poll (DETAILS),0
 WATCH: Muslim Journalist Absolutely DESTROYS Trump Spokeswoman,0
HILARIOUS! WATCH What Happens When Campus Cops Try To Kick “Students For Trump” Off Campus For Building Trump Wall [VIDEO],0
GEORGE SOROS BOARD MEMBER Is Chairman Of Firm Running Voting For Utah’s Caucus On Tuesday,0
 Donald Trump Says Being President Makes Him Immune To Lawsuits As Supporter Throws Him Under The Bus,0
Pakistan's top court rejects challenges to removal of ex-PM Sharif,1
"NBA CRYBABY COACH Worries About President-Elect Trump Insulting His Wife, Daughter…Defends Player Posting Picture Of His “Junk” On Social Media [VIDEO]",0
Austria's conservative shift opens path to power for far right,1
KING OBAMA THREATENS CONGRESS TO NOT MESS WITH IRAN DEAL: Will Congress Have Will To Pull White Flag From Obama’s Hands? [Video],0
 Humans Of New York Photographer PUMMELS Donald Trump In Scathing Open Letter (IMAGE),0
" Jennifer Lawrence: When You Attack Planned Parenthood, You’re Attacking All Women",0
"Senate confirms two FERC commissioners, restoring its quorum",1
Chapo extradition seen boosting U.S.-Mexico security relations under Trump,1
Trump to make working visit to UK in early 2018: report,1
" DNC Chair Just DIRECTLY attacked Obama, Elizabeth Warren, And Everyone Who Voted For Them",0
IS CROOKED HILLARY Getting Ready To Compete With Creepy Joe Biden In 2020…As Both Career Politicians Fight For Credit Over Dem Seats Won In BLUE STATES Last Night,0
"Trump defends immigration order, says courts 'so political'",1
Senior U.S. lawmakers want India PM Modi to address U.S. Congress,1
Libya says pushing to be removed from Trump travel ban list,1
Israeli missiles target Syrian military facility near Damascus: Syrian state media,1
IRONIC: WHITE SOUTHERNER BILL CLINTON Just Told Black Audience White Southerners Are “Racists” [Video],0
Bloomberg delivers U.S. pledge to continue Paris climate goals to U.N.,1
 Rachel Maddow EVISCERATES Trump For His ‘Woman’s Card’ Comments About Hillary (VIDEO),0
Clinton hits rivals on immigration in California campaign swing,1
 Trump Won This Typically Republican Demographic By Double Digits – Now They’re Turning On Him,0
"Democratic leaders Schumer, Pelosi to dine with Trump Wednesday",1
THIS COULD BE THE BEST TRUMP MOMENT TO DATE…Do You Agree? [Video],0
 Stephen Colbert SCORCHES Jeff Sessions’ Racism In One Brilliant Tweet,0
Florida state senator resigns after racial slur,1
House Speaker Ryan mulls retirement after 2018 elections: Politico,1
MARK STEYN’S HYSTERICAL Take On Hillary’s “Back Up You Creep” Comment In Her New Book [Video],0
LOL! LEADER OF “Do-Nothing Senate” Mitch McConnell CAUGHT ON VIDEO Whining About President Trump’s “Excessive Expectations” Of Congress,0
Yemen official says disappointed by U.S. Supreme court decision on travel ban,1
Merkel tells Rajoy of support for unity of Spain,1
"FOX News MOCKS MSNBC’s Chris Matthews, Who Actually Said “Big Story” of G20 Was How Far President Trump and Putin Spread Their Legs [VIDEO]",0
Highlights: The Trump presidency on March 7 at 6:19 p.m. EST,1
PRICELESS! RACE BAITER JOHN LEWIS Bombarded With Hecklers During Live MSNBC Interview [Video],0
Trump trade adviser strikes conciliatory tone on Mexico; peso firms,1
"Allegations of Russian meddling in U.S., Europe elections 'fantasies': Ifax cites foreign minister",1
“I Think My Dog’s A Democrat” [VIDEO],0
" Kid Asks Trump To Sign His Hat At Egg Roll, Trump Throws Hat Into Crowd (VIDEO)",0
Too big to fail: China maps out its Trump strategy,1
PRESIDENT TRUMP: Nancy Pelosi Is Helping To Eliminate Democrat Party…”I think she’s incompetent” [VIDEO],0
Latin American countries say support Honduran recount,1
Turkey turns off Kurdish Rudaw channel in wake of referendum,1
U.S. House speaker asks that Clinton be denied classified data,1
 Trump Rages: My Tweets Attacking Mika Are ‘Modern Day Presidential’,0
Berlusconi suggests Italian general could be next prime minister,1
Spanish flag-waving underpins Rajoy's tough line on Catalonia,1
U.S. veterans to Trump: Save bank customers' rights to sue,1
NEVER BEFORE SEEN: FBI Trove of 9/11 Pentagon Photos Refuels Conspiracy Suspicions,0
"YES, Obama CAN Appoint A Supreme Court Justice Before He Leaves…But Will He?",0
Two more Trump campaign officials met Russian envoy: USA Today,1
THE “OBAMA BOUNCE”: UKIP Leader Claims Obama’s Insulting Threat To UK Voters BACKFIRED…Actually Drove Voters To Support “Leave EU” Movement,0
British PM May forces her deputy to resign over pornography scandal,1
TOO FUNNY! CHUCK SCHUMER Tries To Lead Liberal Chant… It’s An Epic Fail Just Like His Effort To Block Neil Gorsuch! [Video],0
 Mitch McConnell Just Got BEAT DOWN With His Own Words In Brilliant Move By Dems,0
Trump disputes account of his Supreme Court nominee's comments,1
Turkey's Atlasglobal says flights out of Copenhagen back to normal: statement,1
Aurelius hedge fund seeks to toss Puerto Rico's bankruptcy filing,1
Obama claims victory after drop in U.S. jobless rate,1
"In Abu Dhabi, France's Macron says must remain firm with Iran",1
OBAMA’S CHIEF OF STAFF WARNS AMERICA…He’s Not Going Away Quietly: Promises “Audacious Executive Actions” Including Gun Control,0
Factbox: Trump on Twitter (Nov 27) - Networks,1
FLASHBACK…UNDERCOVER VIDEO SHOWS HILLARY Telling Top Donor She Stopped Using Email Because Of So Many Investigations: “Why would I want to do email? Can you imagine?”,0
(VIDEO) KEY CLINTON STATE DEPT EMPLOYEE BLOCKED RELEASE OF POLITICALLY SENSITIVE DOCUMENTS,0
 Trump Administration In FREE FALL After ‘Concrete Evidence’ Linking Trump To Russia Emerges (DETAILS),0
Hungary rejects 'dead end street' of ceding powers to EU,1
 Trump Reveals The ONE THING To Stop Him From Debating Hillary And It’s RIDICULOUS (VIDEO),0
 McConnell Just ADMITTED The NRA Must Approve Next Supreme Court Justice (VIDEO),0
House bill aims to identify lawmakers in sex harassment cases,1
Senator McConnell says hopes to finish healthcare bill by end of week,1
Dem Lawmaker’s Epic Fake Panic Attack Over A Speeding Ticket Will Make Your Day [Video],0
[VIDEO] SHERIFF CLARKE EXPOSES THE LEFT: “This (Ferguson protests) Is Nothing More Than An Attempt To Try To Energize and Mobilize The Black Vote Through The 2016 Election”,0
 This One Tweet Explains How Close Trump Is To Destroying America,0
Mexico president following California marijuana vote: state lawmaker,1
How to Blow $700 Million: Al Jazeera America Finally Calls it Quits,0
Taiwan to allow visa-free entry for visitors from Philippines,1
UK reaffirms commitment to Iran nuclear deal in call with Trump: May's office,1
ALT-LEFT PLANS TO HIJACK PRESIDENT TRUMP’S AZ RALLY…Will He Really Make Them Crazy By Announcing Pardon For America’s Toughest Sheriff on Illegal Immigration?,0
British official urges social media companies to block militant content,1
Tucker Carlson to Border Angels Founder: Why Shouldn’t Borders Be Protected?,0
LOL! RATINGS CRASHER Megyn Kelly Is DESTROYED On Social Media For Using Her NBC Show To Give Liberal Trump Sexual Assault Accusers A Platform,0
At least one killed by Hurricane Irma on Dutch side of Saint Martin,1
President's son had legitimate reasons to not answer House panel questions: White House,1
 SERIOUSLY? Male News Anchor Forces Female Meteorologist To Cover Up Her Dress On Air (VIDEO),0
 ‘Fraud’: Major Veterans Group Accuses Trump Of Ripping Off Soldiers,0
Melania's birth country Slovenia sees strong tourism growth,1
TRUMP SUPPORTERS FIGHT BACK! CA Congresswoman Walks Off Stage After Trump Supporters Shout “We love Trump”…”Respect Our President” [VIDEO],0
Obama renews call for U.S. public health insurance option,1
BREAKING: ONLY MLB Player To Kneel During National Anthem ARRESTED For Pulling Gun On Delivery Woman,0
HILLARY’S NEW AMERICA: Uniformed Police Officers NOT ALLOWED On DNC Floor [VIDEO],0
Kasich calls for 'active steps' to strengthen U.S.-Israel ties,1
FORD’S NEW CEO SNUBS President Trump…Will Build Focus In China…Export To U.S.,0
THERE’S A NEW SHERIFF IN TOWN: ISIS Gets Stunning WAKE UP CALL From General “Mad Dog” Mattis On Day One,0
 Trump Supporter Threatens Megyn Kelly For Putting Newt Gingrich In His Place,0
BLACK LIVES MATTER ORGANIZER Refuses To Meet With Obama And Race Hustlers…Calls Meeting At White House: “Sham…Photo-Op…Sound Bite For Obama”,0
Push by evangelicals helped set stage for Trump decision on Jerusalem,1
3 MILLION ILLEGAL ALIENS Under Investigation For Voting…After Obama Told Them It Was Ok,0
Czech tycoon Babis to be named prime minister but may struggle to find partners,1
JUDGE JEANINE Explains Why “Hillary Has No Chance Of Winning In November” [VIDEO],0
U.S. calling Rohingya operation 'ethnic cleansing' unhelpful: Russian envoy,1
BREAKING: PAUL RYAN Nervously Giggles During Budget Speech That DOESN’T Fund A Border Wall [Video],0
WHEN YOU SEE Disgusting Thing Researchers Found In Starbuck’s Coffee…You’ll Never Drink It Again!,0
"Congress to probe Juniper 'back door' exposure, possible U.S. involvement",1
China says sanctions won't help as Trump targets Venezuela,1
"OBAMA’S RACISM CZAR, “REVEREND” AL SHARPTON CALLS FOR FEDERAL POLICE FORCE",0
 Snowflake Trump Makes His Staff Create A Daily Newsletter,0
 NRA Releases Fascist Ad Calling All Trump Critics ‘Saboteurs’ Whose Future Is ‘Failure’ (VIDEO),0
 Rep. Ted Lieu Has A Response To Sean Spicer’s Daily Lies; It’s GLORIOUS (TWEET),0
HILARIOUS TRUMP CHRISTMAS VIDEO: “It’s The Most Wonderful Time In 8 Years” [Video],0
CNN ASKS IF BRUTAL CHILD RAPE CASE Will Affect Hillary’s Political Ambitions: Victim Says Hillary Clinton ‘Lied Like A Dog’ In My Case [VIDEO],0
 Trump Makes New Racist Attack On Judge Exposing Trump University (VIDEO),0
U.S. Republicans expected to unveil healthcare bill this week,1
WHOA! FORMER DEMOCRAT CONGRESSWOMAN Reveals Hillary’s Criminal Past [VIDEO],0
"Cubans are heartbroken, angry can't seek U.S. visas in Havana",1
 Debbie Wasserman Schultz’s DNC Resignation Clears The Way For A Better Democratic Party,0
Clinton to meet with House Democrats on Wednesday: Politico,1
Boycott! Singer John Legend Calls Trump “An Embarrassment”…Asks For ‘Out of Shape’ White People to Play Trump Supporters in Music Video,0
"Trump, Israel's Netanyahu to speak at 1:30 pm ET: White House",1
RADICAL NY Attorney General Cracking Down On Conservatism…Working To Make Opposing The Left A Crime,0
 Watch Karl Rove Get Proven Wrong About His Virginia Prediction In Less Than Five Seconds (VIDEO),0
Patrick Henningsen and Don DeBar Discuss Trump’s ‘Immigration Ban’ and the Media Reaction,0
Watch Texas Biker Hit By Car – Was It On Purpose? [Video],0
The Changing Face of Mainstream Media?,0
BREAKING: OBAMA JUST TURNED INTERNET Over To International Body With NO Congressional Approval…4 AG’S From These States Are FIGHTING BACK!,0
 BREAKING REPORT: Trump Is Terrified; Asking Lawyers If He Could Pardon Himself,0
Thousands of Indonesians join anti-Myanmar rally in Jakarta,1
Penguin Random House lands book deal with Obamas,1
Ryan says Trump playing constructive role on healthcare,1
Britain and EU agree to avoid hard border in Ireland-Daily Telegraph,1
NUCLEAR SHOWDOWN? NAVY SEAL TEAM That Killed Osama Bin Laden To Take Part In Military Drills Against N. Korea,0
Undercutting the Nation State? Chicago Group Suggests ‘Global Cities’ Should Run World Affairs,0
JUDGE NAPOLITANO: THREE INTEL SOURCES Have Disclosed How Obama Spied on Trump [Video],0
 National Security Expert Warns Of The DIRE Dangers Of Trump’s Plan For Intel Community (VIDEO),0
Corporate AMT likely will not be in final U.S. tax bill: Hatch,1
"ONLY HOURS AFTER DEATH Of Supreme Court Justice Scalia, Democrats Demand Obama Chooses His Replacement",0
BREAKING NEWS: Man With Laptop On American Airlines Flight To Honolulu Subdued After Attempting To Break Down Cockpit Door [VIDEO],0
"Tillerson, Russia's Lavrov to meet on Sunday: U.S. State Dept",1
"Turkey's Erdogan to visit Russia, Kuwait on November 13, 14",1
 WATCH: SNL’s Church Lady Returns To Hilariously Mock Ted Cruz And Donald Trump,0
Kurdistan never intended to engage in war with Iraq: KRG,1
"Stop fighting over Brexit and get real, Jim O'Neill tells UK",1
UNREAL! IRS USED ‘HUNDREDS OF LAWYERS’ TO HIDE INFORMATION FROM CONGRESS,0
"Iraqi forces, Kurdish Peshmerga start new round of talks, Iraqi State TV says",1
MINNESOTA CHURCH Places 1800 “Blessed Ramadan” Signs Around Twin Cities To Make “Muslims Feel More Welcome” [VIDEO],0
Facebook says deleted many fake accounts in German campaign,1
 Sean Hannity Throws Hissy Fit After Real Reporter Calls Him ‘Dumbest Anchor’ On Fox News,0
Boiler Room #108 – Who’d Win in a Fight? Boiler Room vs. Hitler vs. Dracula,0
" Hillary Clinton Just Took Sean Spicer And Bill O’Reilly To The Woodshed, And It Is Beautiful (VIDEO)",0
"Israel says Hezbollah runs Lebanese army, signaling both are foes",1
 Maine GOP State Senator Sick Of His Bullsh*t Demands Censure Of Governor Paul LePage,0
"CHILLING UNDERCOVER VIDEO Exposes Discrimination, Relationships With Judges And Arbitrary Criteria Used To Deny Gun Permits",0
EXPOSED: Facebook Blacklists Conservative News & Falsified ‘Black Lives Matter’ Trend,0
ALARMING: NSA Refuses to Release Clinton-Lynch Tarmac Transcript with Lame Excuse,0
Turkey to investigate Galatasaray's 'Rocky' poster over coup links,1
TWO NEW JERSEY MOMS Attacked By Community For Exposing Islamic Indoctrination In Middle School…Thomas More Law Center Steps Up To Defend Them [VIDEO],0
 Russian Official: ‘It Turns Out Russia Won The Elections In America’,0
U.S. Senate panel receives ethics filings for Labor nominee Puzder,1
Russian foreign ministry says neither confirms nor denies Tillerson visit,1
CNN HACK ATTEMPTS “GOTCHA” Moment With Trump…Immediately Regrets It [VIDEO],0
"[VIDEO] OUR DIVIDER IN CHIEF, BARACK OBAMA, INVOKES “N” WORD During Interview",0
 White Las Vegas Teen Caught On Camera Calling Black Student ‘F*cking N*****’ (VIDEO),0
" I Let A Pit Bull Near My Baby, And This Is What Happened (IMAGES)",0
" BREAKING: Cop Finally Gets His Due, Walter Scott’s Killer Sentenced To Prison (DETAILS)",0
Moscow says it was London's decision to scale back UK-Russia dialogue,1
Indonesia detains 18 in pre-emptive bid to boost Christmas security,1
POLITICAL AGITATOR: Globalist George Soros Linked to Over 50 ‘Partners’ of the Women’s March on Washington,0
"Trump speaks to Merkel, Macron, Trudeau and May after climate speech: official",1
Dominican Republic shuts most ports ahead of Hurricane Maria,1
"BREAKING VIDEO: HILLARY CLINTON STUMBLES Up Stairs On Plane…Microphone Catches Her Asking, “Why Can’t You Go Any Closer?”",0
"A YOUNG DONALD J TRUMP: The 34-Year Old Shares His Views on Politics, Leadership, and a Vision for America’s Renewal in 1980 [Video]",0
CATHERINE HERRIDGE: ‘Verifiable Proof’ Comey Drafted Hillary’s Exoneration Letter TWO MONTHS Prior To Interviewing Key Witnesses [Video],0
 Breitbart Editor To CNN Host: A Song By Ringo Starr Proves Roy Moore Isn’t A Pedo (VIDEO),0
Jury deadlocks over tax-evasion charges against Washington state auditor,1
